name,loc1,loc2,loc3,z,lat,lon,cortarNo
서울특별시,성북구,성북동,북문로2가,14,37.5969,126.9922,1129010100
서울특별시,성북구,성북동1가,북문로3가,14,37.5894,127.0038,1129010200
서울특별시,성북구,돈암동,남문로1가,14,37.5974,127.0207,1129010300
서울특별시,성북구,동소문동1가,남문로2가,14,37.590199,127.007163,1129010400
서울특별시,성북구,동소문동2가,문화동,14,37.588794,127.00808,1129010500
서울특별시,성북구,동소문동3가,서운동,14,37.590371,127.011567,1129010600
서울특별시,성북구,동소문동4가,서문동,14,37.591846,127.010553,1129010700
서울특별시,성북구,동소문동5가,남주동,14,37.59149,127.015017,1129010800
서울특별시,성북구,동소문동6가,석교동,14,37.59359,127.014213,1129010900
서울특별시,성북구,동소문동7가,수동,14,37.5964,127.0142,1129011000
서울특별시,성북구,삼선동1가,탑동,14,37.5845,127.0082,1129011100
서울특별시,성북구,삼선동2가,대성동,14,37.584,127.0114,1129011200
서울특별시,성북구,삼선동3가,영운동,14,37.586557,127.013,1129011300
서울특별시,성북구,삼선동4가,금천동,14,37.589797,127.013302,1129011400
서울특별시,성북구,삼선동5가,용담동,14,37.5885,127.0158,1129011500
서울특별시,성북구,동선동1가,명암동,14,37.592307,127.0184,1129011600
서울특별시,성북구,동선동2가,산성동,14,37.590249,127.019538,1129011700
서울특별시,성북구,동선동3가,용암동,14,37.593899,127.020538,1129011800
서울특별시,성북구,동선동4가,용정동,14,37.595109,127.018781,1129011900
서울특별시,성북구,동선동5가,방서동,14,37.5962,127.0166,1129012000
서울특별시,성북구,안암동1가,평촌동,14,37.588695,127.022239,1129012100
서울특별시,성북구,안암동2가,지북동,14,37.586732,127.023,1129012200
서울특별시,성북구,안암동3가,운동동,14,37.583882,127.0231,1129012300
서울특별시,성북구,안암동4가,월오동,14,37.580392,127.024663,1129012400
서울특별시,성북구,안암동5가,낭성면,14,37.588815,127.03005,1129012500
서울특별시,성북구,보문동4가,미원면,14,37.582882,127.021332,1129012600
서울특별시,성북구,보문동5가,가덕면,14,37.582588,127.020107,1129012700
서울특별시,성북구,보문동6가,남일면,14,37.580475,127.018825,1129012800
서울특별시,성북구,보문동7가,문의면,14,37.579733,127.022225,1129012900
서울특별시,성북구,보문동1가,사직동,14,37.586477,127.019558,1129013000
서울특별시,성북구,보문동2가,사창동,14,37.585828,127.018186,1129013100
서울특별시,성북구,보문동3가,모충동,14,37.583874,127.015813,1129013200
서울특별시,성북구,정릉동,산남동,14,37.6169,126.9974,1129013300
서울특별시,성북구,길음동,미평동,14,37.608332,127.0228,1129013400
서울특별시,성북구,종암동,분평동,14,37.5966,127.0333,1129013500
서울특별시,성북구,하월곡동,수곡동,14,37.604407,127.0387,1129013600
서울특별시,성북구,상월곡동,성화동,14,37.605757,127.048125,1129013700
서울특별시,성북구,장위동,개신동,14,37.6157,127.0501,1129013800
서울특별시,성북구,석관동,죽림동,14,37.608,127.0611,1129013900
서울특별시,강북구,미아동,장성동,14,37.6222,127.0208,1130510100
서울특별시,강북구,번동,장암동,14,37.629215,127.037013,1130510200
서울특별시,강북구,수유동,남이면,14,37.6371,127.0046,1130510300
서울특별시,강북구,우이동,현도면,14,37.6633,127.002,1130510400
서울특별시,도봉구,쌍문동,운천동,14,37.6526,127.0249,1132010500
서울특별시,도봉구,방학동,신봉동,14,37.664774,127.0337,1132010600
서울특별시,도봉구,창동,가경동,14,37.64639,127.044913,1132010700
서울특별시,도봉구,도봉동,복대동,14,37.6853,127.0301,1132010800
서울특별시,노원구,월계동,봉명동,14,37.629374,127.054275,1135010200
서울특별시,노원구,공릉동,강서동,14,37.6306,127.0877,1135010300
서울특별시,노원구,하계동,석곡동,14,37.638249,127.073575,1135010400
서울특별시,노원구,상계동,휴암동,14,37.6669,127.0724,1135010500
서울특별시,노원구,중계동,신전동,14,37.650874,127.0811,1135010600
서울특별시,은평구,수색동,현암동,14,37.58414,126.897541,1138010100
서울특별시,은평구,녹번동,동막동,14,37.60273,126.93475,1138010200
서울특별시,은평구,불광동,수의동,14,37.6192,126.9354,1138010300
서울특별시,은평구,갈현동,지동동,14,37.620974,126.912925,1138010400
서울특별시,은평구,구산동,서촌동,14,37.611746,126.910389,1138010500
서울특별시,은평구,대조동,신성동,14,37.614165,126.920813,1138010600
서울특별시,은평구,응암동,평동,14,37.5926,126.9215,1138010700
서울특별시,은평구,역촌동,신대동,14,37.605,126.9148,1138010800
서울특별시,은평구,신사동,남촌동,14,37.596,126.9083,1138010900
서울특별시,은평구,증산동,내곡동,14,37.584306,126.90704,1138011000
서울특별시,은평구,진관동,상신동,14,37.638627,126.91895,1138011400
서울특별시,서대문구,충정로2가,원평동,14,37.564842,126.9638,1141010100
서울특별시,서대문구,충정로3가,문암동,14,37.5623,126.9621,1141010200
서울특별시,서대문구,합동,송절동,14,37.5614,126.9659,1141010300
서울특별시,서대문구,미근동,화계동,14,37.5634,126.9673,1141010400
서울특별시,서대문구,냉천동,외북동,14,37.5672,126.9628,1141010500
서울특별시,서대문구,천연동,향정동,14,37.567365,126.95868,1141010600
서울특별시,서대문구,옥천동,비하동,14,37.569179,126.95908,1141010700
서울특별시,서대문구,영천동,석소동,14,37.570583,126.957866,1141010800
서울특별시,서대문구,현저동,정봉동,14,37.574,126.954,1141010900
서울특별시,서대문구,북아현동,신촌동,14,37.563825,126.954525,1141011000
서울특별시,서대문구,홍제동,오송읍,14,37.5872,126.9468,1141011100
서울특별시,서대문구,대현동,강내면,14,37.561,126.947,1141011200
서울특별시,서대문구,대신동,옥산면,14,37.559527,126.9435,1141011300
서울특별시,서대문구,신촌동,우암동,14,37.5651,126.9391,1141011400
서울특별시,서대문구,봉원동,내덕동,14,37.5727,126.9471,1141011500
서울특별시,서대문구,창천동,율량동,14,37.557802,126.939513,1141011600
서울특별시,서대문구,연희동,사천동,14,37.572425,126.93255,1141011700
서울특별시,서대문구,홍은동,주성동,14,37.5931,126.9375,1141011800
서울특별시,서대문구,북가좌동,주중동,14,37.579542,126.910788,1141011900
서울특별시,서대문구,남가좌동,정상동,14,37.576192,126.921263,1141012000
서울특별시,마포구,아현동,정하동,14,37.5546,126.9561,1144010100
서울특별시,마포구,공덕동,정북동,14,37.547533,126.952988,1144010200
서울특별시,마포구,신공덕동,오동동,14,37.542233,126.955463,1144010300
서울특별시,마포구,도화동,외남동,14,37.5376,126.950213,1144010400
서울특별시,마포구,용강동,외평동,14,37.541833,126.941625,1144010500
서울특별시,마포구,토정동,외하동,14,37.5385,126.939688,1144010600
서울특별시,마포구,마포동,내수읍,14,37.537192,126.943975,1144010700
서울특별시,마포구,대흥동,오창읍,14,37.554441,126.944187,1144010800
서울특별시,마포구,염리동,북이면,14,37.547083,126.94565,1144010900
서울특별시,마포구,노고산동,대흥동,14,37.5541,126.938,1144011000
서울특별시,마포구,신수동,성황동,14,37.546862,126.934526,1144011100
서울특별시,마포구,현석동,문화동,14,37.5419,126.9345,1144011200
서울특별시,마포구,구수동,사직동,14,37.545985,126.932288,1144011300
서울특별시,마포구,창전동,영성동,14,37.5501,126.93,1144011400
서울특별시,마포구,상수동,오룡동,14,37.5469,126.9241,1144011500
서울특별시,마포구,하중동,원성동,14,37.543828,126.927922,1144011600
서울특별시,마포구,신정동,구성동,14,37.543392,126.930513,1144011700
서울특별시,마포구,당인동,청수동,14,37.543,126.9193,1144011800
서울특별시,마포구,서교동,삼룡동,14,37.552458,126.920925,1144012000
서울특별시,마포구,동교동,청당동,14,37.558627,126.92379,1144012100
서울특별시,마포구,합정동,유량동,14,37.549433,126.905725,1144012200
서울특별시,마포구,망원동,봉명동,14,37.5561,126.9016,1144012300
서울특별시,마포구,연남동,다가동,14,37.564501,126.922027,1144012400
서울특별시,마포구,성산동,용곡동,14,37.566067,126.9055,1144012500
서울특별시,마포구,중동,신방동,14,37.571725,126.9055,1144012600
서울특별시,마포구,상암동,쌍용동,14,37.577606,126.889111,1144012700
서울특별시,양천구,신정동,신부동,14,37.516433,126.8632,1147010100
서울특별시,양천구,목동,안서동,14,37.5366,126.8759,1147010200
서울특별시,양천구,신월동,구룡동,14,37.527925,126.8342,1147010300
서울특별시,강서구,염창동,목천읍,14,37.55376,126.87097,1150010100
서울특별시,강서구,등촌동,풍세면,14,37.5518,126.8612,1150010200
서울특별시,강서구,화곡동,광덕면,14,37.5421,126.844525,1150010300
서울특별시,강서구,가양동,북면,14,37.5681,126.8454,1150010400
서울특별시,강서구,마곡동,성남면,14,37.5738,126.8304,1150010500
서울특별시,강서구,내발산동,수신면,14,37.5535,126.8354,1150010600
서울특별시,강서구,외발산동,병천면,14,37.5494,126.8207,1150010700
서울특별시,강서구,공항동,동면,14,37.558767,126.810363,1150010800
서울특별시,강서구,방화동,와촌동,14,37.577333,126.813325,1150010900
서울특별시,강서구,개화동,성정동,14,37.5874,126.8068,1150011000
서울특별시,강서구,과해동,백석동,14,37.5662,126.7872,1150011100
서울특별시,강서구,오곡동,두정동,14,37.5534,126.784,1150011200
서울특별시,강서구,오쇠동,성성동,14,37.5435,126.7984,1150011300
서울특별시,구로구,신도림동,차암동,14,37.507766,126.880583,1153010100
서울특별시,구로구,구로동,쌍용동,14,37.4937,126.8823,1153010200
서울특별시,구로구,가리봉동,불당동,14,37.483351,126.887738,1153010300
서울특별시,구로구,고척동,업성동,14,37.5024,126.8598,1153010600
서울특별시,구로구,개봉동,신당동,14,37.494393,126.856813,1153010700
서울특별시,구로구,오류동,부대동,14,37.492143,126.838375,1153010800
서울특별시,구로구,궁동,성환읍,14,37.5009,126.8277,1153010900
서울특별시,구로구,온수동,성거읍,14,37.4938,126.8207,1153011000
서울특별시,구로구,천왕동,직산읍,14,37.4802,126.8391,1153011100
서울특별시,구로구,항동,입장면,14,37.481,126.8258,1153011200
서울특별시,금천구,가산동,중앙동1가,14,37.476904,126.891732,1154510100
서울특별시,금천구,독산동,중앙동2가,14,37.466185,126.9002,1154510200
서울특별시,금천구,시흥동,중앙동3가,14,37.4496,126.9115,1154510300
서울특별시,영등포구,영등포동,중앙동4가,14,37.5134,126.9061,1156010100
서울특별시,영등포구,영등포동1가,경원동1가,14,37.517703,126.912625,1156010200
