name,z,lat,lon,cortarNo
김천시 구성면 마산리,,,,
김천시 구성면 작내리,,,,
김천시 구성면 용호리,,,,
김천시 구성면 상거리,,,,
김천시 구성면 상원리,,,,
김천시 구성면 미평리,,,,
김천시 구성면 상좌원리,,,,
김천시 지례면,14,35.984793,128.02665,4715042000
김천시 지례면 교리,,,,
김천시 지례면 상부리,,,,
김천시 지례면 대율리,,,,
김천시 지례면 거물리,,,,
김천시 지례면 도곡리,,,,
김천시 지례면 관덕리,,,,
김천시 지례면 신평리,,,,
김천시 지례면 이전리,,,,
김천시 지례면 울곡리,,,,
김천시 지례면 여배리,,,,
김천시 부항면,14,35.990228,127.955109,4715043000
김천시 부항면 신옥리,,,,
김천시 부항면 유촌리,,,,
김천시 부항면 지좌리,,,,
김천시 부항면 사등리,,,,
김천시 부항면 월곡리,,,,
김천시 부항면 어전리,,,,
김천시 부항면 하대리,,,,
김천시 부항면 해인리,,,,
김천시 부항면 대야리,,,,
김천시 부항면 파천리,,,,
김천시 부항면 안간리,,,,
김천시 부항면 두산리,,,,
김천시 부항면 희곡리,,,,
김천시 대덕면,14,35.917871,127.968772,4715044000
김천시 대덕면 연화리,,,,
김천시 대덕면 덕산리,,,,
김천시 대덕면 외감리,,,,
김천시 대덕면 내감리,,,,
김천시 대덕면 가례리,,,,
김천시 대덕면 조룡리,,,,
김천시 대덕면 추량리,,,,
김천시 대덕면 관기리,,,,
김천시 대덕면 화전리,,,,
김천시 대덕면 문의리,,,,
김천시 대덕면 대리,,,,
김천시 대덕면 중산리,,,,
김천시 증산면,14,35.902015,128.035213,4715045000
김천시 증산면 황항리,,,,
김천시 증산면 부항리,,,,
김천시 증산면 동안리,,,,
김천시 증산면 황정리,,,,
김천시 증산면 평촌리,,,,
김천시 증산면 수도리,,,,
김천시 증산면 유성리,,,,
김천시 증산면 금곡리,,,,
김천시 증산면 장전리,,,,
김천시 증산면 황점리,,,,
안동시,,,,
안동시 삼산동,14,36.565697,128.731235,4717010100
안동시 서부동,14,36.565869,128.728725,4717010200
안동시 북문동,14,36.567449,128.731069,4717010300
안동시 명륜동,14,36.582303,128.734843,4717010400
안동시 신안동,14,36.5738,128.7364,4717010500
안동시 율세동,14,36.5698,128.7354,4717010600
안동시 옥정동,14,36.567723,128.735217,4717010700
안동시 신세동,14,36.568,128.7393,4717010800
안동시 법흥동,14,36.5647,128.742,4717010900
안동시 용상동,14,36.55915,128.749587,4717011000
안동시 동문동,14,36.565233,128.735681,4717011100
안동시 동부동,14,36.5654,128.7337,4717011200
안동시 운흥동,14,36.561,128.7309,4717011300
안동시 천리동,14,36.562983,128.72745,4717011400
안동시 남부동,14,36.564041,128.730786,4717011500
안동시 남문동,14,36.5644,128.7286,4717011600
안동시 안흥동,14,36.5622,128.7253,4717011700
안동시 대석동,14,36.566042,128.72567,4717011800
안동시 옥야동,14,36.5599,128.7226,4717011900
안동시 광석동,14,36.565952,128.722537,4717012000
안동시 당북동,14,36.5624,128.7188,4717012100
안동시 태화동,14,36.562667,128.713687,4717012200
안동시 화성동,14,36.569962,128.727383,4717012300
안동시 목성동,14,36.566891,128.728602,4717012400
안동시 법상동,14,36.570842,128.724912,4717012500
안동시 금곡동,14,36.569742,128.720937,4717012600
안동시 평화동,14,36.569121,128.713083,4717012700
안동시 안기동,14,36.582986,128.714295,4717012800
안동시 운안동,14,36.5735,128.7099,4717012900
안동시 성곡동,14,36.5711,128.7674,4717013000
안동시 상아동,14,36.5798,128.7519,4717013100
안동시 안막동,14,36.5858,128.7282,4717013200
안동시 옥동,,,,
안동시 이천동,14,36.5988,128.7095,4717013400
안동시 노하동,14,36.5877,128.6851,4717013500
안동시 송현동,14,36.5766,128.700763,4717013600
안동시 송천동,14,36.5485,128.798225,4717013700
안동시 석동동,14,36.573,128.7976,4717013800
안동시 정상동,14,36.5436,128.75235,4717013900
안동시 정하동,14,36.5438,128.7292,4717014000
안동시 수상동,14,36.539883,128.706125,4717014100
안동시 수하동,14,36.5459,128.6816,4717014200
안동시 풍산읍,14,36.580125,128.572025,4717025000
안동시 풍산읍 안교리,,,,
안동시 풍산읍 상리리,,,,
안동시 풍산읍 하리리,,,,
안동시 풍산읍 마애리,,,,
안동시 풍산읍 수리,,,,
안동시 풍산읍 회곡리,,,,
안동시 풍산읍 계평리,,,,
안동시 풍산읍 막곡리,,,,
안동시 풍산읍 수곡리,,,,
안동시 풍산읍 노리,,,,
안동시 풍산읍 죽전리,,,,
안동시 풍산읍 만운리,,,,
안동시 풍산읍 서미리,,,,
안동시 풍산읍 신양리,,,,
안동시 풍산읍 현애리,,,,
안동시 풍산읍 오미리,,,,
안동시 풍산읍 괴정리,,,,
안동시 풍산읍 매곡리,,,,
안동시 풍산읍 소산리,,,,
안동시 와룡면,14,36.61644,128.766413,4717031000
안동시 와룡면 중가구리,,,,
안동시 와룡면 가구리,,,,
안동시 와룡면 산야리,,,,
안동시 와룡면 주계리,,,,
안동시 와룡면 가야리,,,,
안동시 와룡면 지내리,,,,
안동시 와룡면 태리,,,,
안동시 와룡면 서지리,,,,
안동시 와룡면 이하리,,,,
안동시 와룡면 이상리,,,,
안동시 와룡면 주하리,,,,
안동시 와룡면 감애리,,,,
안동시 와룡면 서현리,,,,
안동시 와룡면 라소리,,,,
안동시 와룡면 가류리,,,,
안동시 와룡면 도곡리,,,,
안동시 와룡면 절강리,,,,
안동시 와룡면 오천리,,,,
안동시 북후면,14,36.685051,128.7023,4717032000
안동시 북후면 옹천리,,,,
안동시 북후면 장기리,,,,
안동시 북후면 도촌리,,,,
안동시 북후면 오산리,,,,
안동시 북후면 도진리,,,,
안동시 북후면 물한리,,,,
안동시 북후면 연곡리,,,,
안동시 북후면 두산리,,,,
안동시 북후면 신전리,,,,
안동시 북후면 월전리,,,,
안동시 북후면 석탑리,,,,
안동시 북후면 대현리,,,,
안동시 서후면,14,36.616882,128.6643,4717033000
안동시 서후면 광평리,,,,
안동시 서후면 저전리,,,,
안동시 서후면 태장리,,,,
