법정동코드	법정동명	폐지여부
4711335025	포항시 북구 죽장면 일광리	존재
4711335026	포항시 북구 죽장면 지동리	존재
4711335027	포항시 북구 죽장면 정자리	존재
4711335028	포항시 북구 죽장면 감곡리	존재
4711335029	포항시 북구 죽장면 상사리	존재
4711335030	포항시 북구 죽장면 하사리	존재
4711335031	포항시 북구 죽장면 석계리	존재
4711335032	포항시 북구 죽장면 합덕리	존재
4711335033	포항시 북구 죽장면 월평리	존재
4711335034	포항시 북구 죽장면 방흥리	존재
4711335035	포항시 북구 죽장면 현내리	존재
4711335036	포항시 북구 죽장면 봉계리	존재
4711335037	포항시 북구 죽장면 두마리	존재
4711335038	포항시 북구 죽장면 상옥리	존재
4711335039	포항시 북구 죽장면 하옥리	존재
4711336000	포항시 북구 기북면	존재
4711336021	포항시 북구 기북면 관천리	존재
4711336022	포항시 북구 기북면 대곡리	존재
4711336023	포항시 북구 기북면 율산리	존재
4711336024	포항시 북구 기북면 용기리	존재
4711336025	포항시 북구 기북면 오덕리	존재
4711336026	포항시 북구 기북면 탑정리	존재
4711336027	포항시 북구 기북면 성법리	존재
4711366500	포항시 북구 대흥동	폐지
