법정동코드	법정동명	폐지여부
4715011400	김천시 부곡동	존재
4715011500	김천시 지좌동	존재
4715011600	김천시 덕곡동	존재
4715011700	김천시 대광동	존재
4715011800	김천시 응명동	존재
4715011900	김천시 양천동	존재
4715012000	김천시 율곡동	존재
4715025000	김천시 아포읍	존재
4715025021	김천시 아포읍 인리	존재
4715025022	김천시 아포읍 의리	존재
4715025023	김천시 아포읍 예리	존재
4715025024	김천시 아포읍 지리	존재
4715025025	김천시 아포읍 대신리	존재
4715025026	김천시 아포읍 봉산리	존재
4715025027	김천시 아포읍 제석리	존재
4715025028	김천시 아포읍 국사리	존재
4715025029	김천시 아포읍 송천리	존재
4715025030	김천시 아포읍 대성리	존재
4715031000	김천시 농소면	존재
4715031021	김천시 농소면 입석리	존재
4715031022	김천시 농소면 신촌리	존재
4715031023	김천시 농소면 월곡리	존재
4715031024	김천시 농소면 용암리	존재
4715031025	김천시 농소면 봉곡리	존재
4715031026	김천시 농소면 연명리	존재
4715031027	김천시 농소면 노곡리	존재
4715032000	김천시 남면	존재
4715032021	김천시 남면 옥산리	존재
4715032022	김천시 남면 운곡리	존재
4715032023	김천시 남면 송곡리	존재
4715032024	김천시 남면 월명리	존재
4715032025	김천시 남면 부상리	존재
4715032026	김천시 남면 오봉리	존재
4715032027	김천시 남면 봉천리	존재
4715032028	김천시 남면 초곡리	존재
4715032029	김천시 남면 용전리	폐지
4715032030	김천시 남면 운남리	존재
4715033000	김천시 아포면	폐지
4715033031	김천시 아포면 인리	폐지
4715033032	김천시 아포면 의리	폐지
4715033033	김천시 아포면 예리	폐지
4715033034	김천시 아포면 지리	폐지
4715033035	김천시 아포면 대신리	폐지
4715033036	김천시 아포면 봉산리	폐지
4715033037	김천시 아포면 제석리	폐지
4715033038	김천시 아포면 국사리	폐지
4715033039	김천시 아포면 송천리	폐지
4715033040	김천시 아포면 대성리	폐지
4715034000	김천시 개령면	존재
4715034021	김천시 개령면 황계리	존재
4715034022	김천시 개령면 신룡리	존재
4715034023	김천시 개령면 덕촌리	존재
4715034024	김천시 개령면 서부리	존재
4715034025	김천시 개령면 동부리	존재
4715034026	김천시 개령면 양천리	존재
4715034027	김천시 개령면 광천리	존재
4715034028	김천시 개령면 남전리	존재
4715035000	김천시 감문면	존재
4715035021	김천시 감문면 보광리	존재
4715035022	김천시 감문면 금라리	존재
4715035023	김천시 감문면 구야리	존재
4715035024	김천시 감문면 은림리	존재
4715035025	김천시 감문면 도명리	존재
4715035026	김천시 감문면 문무리	존재
4715035027	김천시 감문면 남곡리	존재
4715035028	김천시 감문면 송북리	존재
4715035029	김천시 감문면 금곡리	존재
4715035030	김천시 감문면 삼성리	존재
4715035031	김천시 감문면 광덕리	존재
4715035032	김천시 감문면 덕남리	존재
4715035033	김천시 감문면 태촌리	존재
4715035034	김천시 감문면 성촌리	존재
4715035035	김천시 감문면 대양리	존재
4715036000	김천시 어모면	존재
4715036021	김천시 어모면 중왕리	존재
4715036022	김천시 어모면 옥율리	존재
