atclNm,bildNm,flrInfo,spc2,tradTpNm,prcInfo,date
대현더샵2단지,204동,31/31,121.9,매매,170000,2022-05-18
대현더샵2단지,202동,27/31,84.91,매매,96000,2022-05-18
대현더샵2단지,203동,2/31,84.82,매매,87000,2022-05-18
대현더샵2단지,208동,21/29,68.63,매매,80000,2022-05-18
대현더샵2단지,201동,고/25,84.91,매매,99000,2022-05-18
대현더샵2단지,208동,저/29,68.63,매매,74000,2022-05-18
대현더샵2단지,204동,30/31,84.82,매매,103000,2022-05-18
대현더샵2단지,206동,16/18,68.63,매매,76500,2022-05-18
대현더샵2단지,203동,중/31,84.91,전세,55000,2022-05-18
대현더샵2단지,203동,저/31,84.91,매매,93000,2022-05-18
대현더샵2단지,205동,저/31,84.91,매매,90000,2022-05-18
대현더샵2단지,203동,저/31,84.82,매매,87000,2022-05-18
대현더샵2단지,201동,15/25,84.91,매매,83000,2022-05-18
대현더샵2단지,205동,중/31,84.81,월세,3000999170,2022-05-18
대현더샵2단지,205동,중/31,84.91,매매,87000,2022-05-18
대현더샵2단지,202동,저/31,84.91,매매,92000,2022-05-18
대현더샵2단지,208동,중/29,68.68,매매,73500,2022-05-18
대현더샵2단지,202동,3/31,84.81,매매,89000,2022-05-18
대현더샵2단지,205동,고/31,84.85,매매,103000,2022-05-18
대현더샵2단지,207동,저/20,68.63,매매,72000,2022-05-18
대현더샵2단지,205동,저/31,84.91,매매,89000,2022-05-18
대현더샵2단지,204동,중/31,84.82,월세,5000999160,2022-05-18
대현더샵2단지,206동,저/18,68.63,매매,73000,2022-05-18
대현더샵2단지,203동,16/31,84.91,매매,92000,2022-05-18
대현더샵2단지,204동,저/31,84.91,전세,49000,2022-05-18
대현더샵2단지,203동,고/31,84.91,월세,5000999170,2022-05-18
대현더샵2단지,202동,저/31,84.91,매매,86000,2022-05-18
대현더샵2단지,203동,저/31,84.82,매매,98000,2022-05-18
대현더샵2단지,208동,고/29,68.63,매매,80000,2022-05-18
대현더샵2단지,204동,저/31,84.91,매매,80000,2022-05-18
대현더샵2단지,208동,고/29,68.63,매매,79000,2022-05-18
대현더샵2단지,204동,중/31,84.91,매매,90000,2022-05-18
대현더샵2단지,205동,고/31,84.85,매매,92000,2022-05-18
대현더샵2단지,203동,5/31,84.91,매매,88000,2022-05-18
대현더샵2단지,201동,고/25,84.91,매매,90000,2022-05-18
대현더샵2단지,202동,저/31,84.91,매매,90000,2022-05-18
대현더샵2단지,205동,27/31,84.91,매매,98000,2022-05-18
대현더샵2단지,202동,저/31,84.91,전세,50000,2022-05-18
대현더샵2단지,202동,저/31,84.81,매매,90000,2022-05-18
대현더샵2단지,201동,중/25,84.91,매매,85000,2022-05-18
대현더샵2단지,206동,17/18,121.42,매매,150000,2022-05-18
대현더샵2단지,205동,12/31,84.91,매매,88000,2022-05-18
대현더샵2단지,206동,저/18,84.82,매매,83000,2022-05-18
대현더샵2단지,203동,18/31,84.91,전세,58000,2022-05-18
대현더샵2단지,207동,중/20,68.99,전세,38000,2022-05-18
대현더샵2단지,207동,고/20,68.63,전세,40000,2022-05-18
대현더샵2단지,207동,20/20,68.99,매매,69000,2022-05-18
대현더샵2단지,206동,6/18,68.63,매매,70000,2022-05-18
대현더샵2단지,207동,7/20,68.63,전세,39000,2022-05-18
대현더샵2단지,202동,13/31,84.91,매매,89000,2022-05-18
대현더샵2단지,205동,중/31,84.91,매매,90000,2022-05-18
대현더샵2단지,206동,고/18,68.63,매매,71000,2022-05-18
대현더샵2단지,204동,중/31,84.91,매매,90000,2022-05-18
대현더샵2단지,208동,고/29,68.63,매매,76000,2022-05-18
대현더샵2단지,203동,중/31,84.91,매매,89000,2022-05-18
대현더샵2단지,206동,저/18,68.63,전세,40000,2022-05-18
