name,z,lat,lon,cortarNo
사천시 정동면 풍정리,,,,
사천시 정동면 수청리,,,,
사천시 정동면 대곡리,,,,
사천시 정동면 장산리,,,,
사천시 정동면 감곡리,,,,
사천시 정동면 학촌리,,,,
사천시 정동면 소곡리,,,,
사천시 사남면,14,35.052558,128.075173,4824032000
사천시 사남면 죽천리,,,,
사천시 사남면 초전리,,,,
사천시 사남면 방지리,,,,
사천시 사남면 유천리,,,,
사천시 사남면 월성리,,,,
사천시 사남면 화전리,,,,
사천시 사남면 우천리,,,,
사천시 사남면 종천리,,,,
사천시 사남면 사촌리,,,,
사천시 사남면 계양리,,,,
사천시 사남면 가천리,,,,
사천시 용현면,14,35.013438,128.0613,4824033000
사천시 용현면 송지리,,,,
사천시 용현면 선진리,,,,
사천시 용현면 통양리,,,,
사천시 용현면 신촌리,,,,
사천시 용현면 온정리,,,,
사천시 용현면 신복리,,,,
사천시 용현면 석계리,,,,
사천시 용현면 구월리,,,,
사천시 용현면 용치리,,,,
사천시 용현면 금문리,,,,
사천시 용현면 주문리,,,,
사천시 용현면 덕곡리,,,,
사천시 축동면,14,35.107151,128.088358,4824034000
사천시 축동면 배춘리,,,,
사천시 축동면 길평리,,,,
사천시 축동면 사다리,,,,
사천시 축동면 탑리,,,,
사천시 축동면 반용리,,,,
사천시 축동면 가산리,,,,
사천시 축동면 구호리,,,,
사천시 곤양면,14,35.057517,127.959625,4824035000
사천시 곤양면 성내리,,,,
사천시 곤양면 남문외리,,,,
사천시 곤양면 서정리,,,,
사천시 곤양면 송전리,,,,
사천시 곤양면 대진리,,,,
사천시 곤양면 환덕리,,,,
사천시 곤양면 묵곡리,,,,
사천시 곤양면 흥사리,,,,
사천시 곤양면 가화리,,,,
사천시 곤양면 검정리,,,,
사천시 곤양면 중항리,,,,
사천시 곤양면 무고리,,,,
사천시 곤양면 맥사리,,,,
사천시 곤명면,14,35.111974,127.94155,4824036000
사천시 곤명면 추천리,,,,
사천시 곤명면 용산리,,,,
사천시 곤명면 조장리,,,,
사천시 곤명면 봉계리,,,,
사천시 곤명면 초량리,,,,
사천시 곤명면 삼정리,,,,
사천시 곤명면 은사리,,,,
사천시 곤명면 마곡리,,,,
사천시 곤명면 성방리,,,,
사천시 곤명면 작팔리,,,,
사천시 곤명면 송림리,,,,
사천시 곤명면 정곡리,,,,
사천시 곤명면 신흥리,,,,
사천시 곤명면 본촌리,,,,
사천시 곤명면 금성리,,,,
사천시 곤명면 연평리,,,,
사천시 서포면,14,35.007392,127.976863,4824037000
사천시 서포면 금진리,,,,
사천시 서포면 내구리,,,,
사천시 서포면 외구리,,,,
사천시 서포면 조도리,,,,
사천시 서포면 구랑리,,,,
사천시 서포면 자혜리,,,,
사천시 서포면 구평리,,,,
사천시 서포면 다평리,,,,
사천시 서포면 선전리,,,,
사천시 서포면 비토리,,,,
김해시,,,,
김해시 동상동,14,35.236826,128.883463,4825010100
김해시 서상동,14,35.2341,128.8799,4825010200
김해시 부원동,14,35.228776,128.886775,4825010300
김해시 봉황동,14,35.2292,128.8772,4825010400
김해시 대성동,14,35.2408,128.8797,4825010500
김해시 구산동,14,35.2494,128.8747,4825010600
김해시 삼계동,14,35.2732,128.8653,4825010700
김해시 내동,14,35.2424,128.8622,4825010800
김해시 외동,14,35.2336,128.8595,4825010900
김해시 흥동,14,35.2157,128.8584,4825011000
김해시 풍유동,14,35.2143,128.8469,4825011100
김해시 명법동,14,35.2012,128.8376,4825011200
김해시 이동,14,35.189301,128.844237,4825011300
김해시 화목동,14,35.192251,128.8619,4825011400
김해시 전하동,14,35.2136,128.8706,4825011500
김해시 강동,14,35.2163,128.8818,4825011600
김해시 삼정동,14,35.2264,128.9,4825011700
김해시 어방동,14,35.2378,128.9033,4825011800
김해시 삼방동,14,35.257,128.9056,4825011900
김해시 안동,14,35.2355,128.9137,4825012000
김해시 지내동,14,35.231468,128.923438,4825012100
김해시 불암동,14,35.222101,128.926763,4825012200
김해시 유하동,14,35.2145,128.8166,4825012300
김해시 내덕동,14,35.2057,128.8233,4825012400
김해시 부곡동,14,35.2141,128.7956,4825012500
김해시 무계동,14,35.200725,128.818262,4825012600
김해시 신문동,14,35.1888,128.8247,4825012700
김해시 삼문동,14,35.197585,128.792813,4825012800
김해시 대청동,14,35.1863,128.7761,4825012900
김해시 관동동,14,35.173185,128.794506,4825013000
김해시 율하동,14,35.1676,128.8075,4825013100
김해시 장유동,14,35.1658,128.8311,4825013200
김해시 응달동,14,35.175658,128.84202,4825013300
김해시 수가동,14,35.1673,128.8721,4825013400
김해시 진영읍,14,35.304342,128.73325,4825025000
김해시 진영읍 우동리,,,,
김해시 진영읍 하계리,,,,
김해시 진영읍 방동리,,,,
김해시 진영읍 사산리,,,,
김해시 진영읍 좌곤리,,,,
김해시 진영읍 진영리,,,,
김해시 진영읍 여래리,,,,
김해시 진영읍 본산리,,,,
김해시 진영읍 신용리,,,,
김해시 진영읍 설창리,,,,
김해시 진영읍 내룡리,,,,
김해시 진영읍 죽곡리,,,,
김해시 진영읍 의전리,,,,
김해시 주촌면,14,35.235785,128.830637,4825032000
김해시 주촌면 선지리,,,,
김해시 주촌면 원지리,,,,
김해시 주촌면 덕암리,,,,
김해시 주촌면 천곡리,,,,
김해시 주촌면 내삼리,,,,
김해시 주촌면 양동리,,,,
김해시 주촌면 망덕리,,,,
김해시 주촌면 농소리,,,,
김해시 진례면,14,35.249051,128.748038,4825033000
김해시 진례면 청천리,,,,
김해시 진례면 시례리,,,,
김해시 진례면 송정리,,,,
김해시 진례면 초전리,,,,
김해시 진례면 신안리,,,,
김해시 진례면 산본리,,,,
김해시 진례면 신월리,,,,
김해시 진례면 송현리,,,,
김해시 진례면 담안리,,,,
김해시 진례면 고모리,,,,
김해시 한림면,14,35.32065,128.80225,4825034000
김해시 한림면 명동리,,,,
김해시 한림면 퇴래리,,,,
김해시 한림면 병동리,,,,
김해시 한림면 신천리,,,,
김해시 한림면 용덕리,,,,
김해시 한림면 안곡리,,,,
김해시 한림면 안하리,,,,
김해시 한림면 장방리,,,,
김해시 한림면 시산리,,,,
